review_text,label_kualitas_produk,label_harga,label_kualitas_pengiriman,label_kepuasan_pelanggan,source
"honest review: pengiriman standar, sesuai estimasi. kecewa banget, tidak worth it sama sekali. parfum tidak enak dipakai, aroma kimiawi terlalu kuat recommended!",1,1,2,1,synthetic
"TERUS TERANG, PENGIRIMAN SANGAT LAMA, HAMPIR 2 MINGGU BARU SAMPAI. DAN WORTH IT BANGET, HARGA MURAH TAPI KUALITAS OKE. DAN OKE-OKE AJA, STANDAR. DAN PARFUMNYA WANGI BANGET, TAHAN LAMA SEHARIAN",0,0,1,2,synthetic
"Pengalaman saya: Cost-effective banget, cocok untuk pemakaian rutin. Untuk Biasa saja sih, tidak terlalu puas tidak terlalu kecewa Recommended!",0,0,2,2,synthetic
"Terus terang, Botol cantik dan elegan, parfumnya enak banget dipakai. Oh ya, Murah tapi tidak murahan, senang dapat harga segini. Oh ya, Senang sekali, sesuai ekspektasi bahkan lebih Terima kasih.",0,0,1,0,synthetic
"Overall Parfumnya wangi banget, tahan lama seharian. Dari segi Harga cukup, tidak berlebihan. Dari segi Pengiriman mantap, produk terlindungi dengan baik. Dari segi Senang sekali, sesuai ekspektasi bahkan lebih",0,2,0,0,synthetic
"Terus terang, Parfum tidak enak dipakai, aroma kimiawi terlalu kuat. Tapi Harga tidak sesuai dengan kualitas yang didapat Semoga membantu.",1,1,2,1,synthetic
"Packing aman banget, botol tidak pecah sama sekali. Sementara Botol cantik dan elegan, parfumnya enak banget dipakai. Sementara Budget friendly banget, rekomendasikan untuk yang hemat",0,0,0,0,synthetic
"Kalau kata saya, Dapet diskon lumayan, jadi tambah worth it. Untuk Pengiriman memuaskan, kurir responsif. Untuk Kualitas parfumnya mengecewakan, wanginya cepat hilang. Untuk Senang sekali, sesuai ekspektasi bahkan lebih Semoga berguna.",1,0,0,0,synthetic
"Honest review: Sangat terjangkau, bisa beli beberapa varian sekaligus. Oh ya, Barang datang dalam kondisi rusak, packaging tidak aman Kecewa.",0,0,1,0,synthetic
"Wanginya harum, botolnya keren dan premium banget. Sedangkan Harga promo sangat membantu, bisa beli lebih. Sedangkan Cepat sampai, packaging rapih dan solid Terima kasih.",0,0,0,0,synthetic
"Pengiriman sangat lambat, sampai seminggu baru tiba. Dari segi Tidak akan rekomendasikan ke siapapun. Dari segi Parfum tidak enak dipakai, aroma kimiawi terlalu kuat. Dari segi Mahal tapi mengecewakan, rugi beli ini",1,1,1,1,synthetic
"review jujur: kualitas parfumnya biasa aja sih, standar. tapi packing standar, produk sampai dengan baik. tapi lumayan lah, masih bisa diterima. tapi harganya oke, tidak terlalu mahal terima kasih.",2,2,2,2,synthetic
"Kalau kata saya, Lumayan cepat, packaging oke lah. Soal Sangat tidak puas, komplain tapi tidak direspons. Soal Harga promo sangat membantu, bisa beli lebih Tidak direkomendasikan.",0,0,2,1,synthetic
"Harus dibilang, Harga wajar, standar pasaran. Soal Happy banget, tidak menyesal beli produk ini. Soal Pengiriman cepat sekali, hari ini order besok sudah sampai. Soal Produk standar, tidak ada yang spesial Mantap pokoknya!",2,2,0,0,synthetic
"overall parfumnya kurang bagus, tidak sebanding dengan harganya. oh ya, pengiriman memuaskan, kurir responsif. oh ya, harga promo sangat membantu, bisa beli lebih",1,0,0,2,synthetic
"Kalau kata saya, Produk tidak original, kayak tiruan murahan. Dan Harga tidak sesuai dengan kualitas yang didapat 5 bintang layak!",1,1,2,1,synthetic
"Jujur aja, Produk standar, tidak ada yang spesial, Tiba lebih cepat dari estimasi, packing sangat baik, Puas dan akan jadi repeat buyer setia Semoga berguna.",2,0,0,0,synthetic
"SETELAH DICOBA: KAPOK BELI DI SINI, TOTAL MENGECEWAKAN. DAN PACKING STANDAR, PRODUK SAMPAI DENGAN BAIK TIDAK DIREKOMENDASIKAN.",1,1,2,1,synthetic
"Review jujur: Kualitas kelas atas, wanginya soft dan feminin. Sedangkan Packaging buruk, isi parfum sudah tumpah sebagian",0,1,1,1,synthetic
"UPDATE: PACKING SUPER AMAN, DIKEMAS DENGAN BUBBLE WRAP TEBAL. BTW BIASA AJA, MUNGKIN BELI LAGI MUNGKIN TIDAK SEMOGA REVIEW INI BERMANFAAT!",2,1,0,2,synthetic
"Setelah dicoba: Tidak cocok di kantong, harganya nggak masuk akal. Produknya oke banget, wangi segar dan tahan sampai malam Tidak direkomendasikan.",0,1,1,1,synthetic
"Jujur aja, Aroma tidak sesuai foto, ternyata beda varian. FYI, Kecewa banget, tidak worth it sama sekali Kecewa.",1,1,1,1,synthetic
"Overall Harganya pas banget, tidak terlalu mahal tidak terlalu murah. Oh ya, Beneran worth it banget, kualitas parfum sangat bagus. Oh ya, Pengiriman cepat dan produk sampai dalam kondisi sempurna Kecewa.",0,0,0,0,synthetic
"Terus terang, Aromanya mewah dan enak banget, beneran suka, Bahagia banget dapet produk ini, sukses buat Mykonos, Harga tidak sebanding dengan kualitas produk, Sampai dalam kondisi mulus, pengiriman tepat waktu Sekian review dari saya.",0,1,0,0,synthetic
"Pengalaman saya: Kualitas produk buruk, kemasan juga rusak. Untuk Kurir tidak amanah, barang ditaruh sembarangan. Untuk Terlalu kemahalan, tidak worth sama sekali",1,1,1,1,synthetic
"Harga promo sangat membantu, bisa beli lebih. Oh ya, Pengiriman kilat, sampai dalam kondisi baik. Oh ya, Kualitas produknya sangat baik, wangi awet dan tidak bikin mual",0,0,0,0,synthetic
"Terus terang, Kualitas bagus banget, beda sama parfum abal-abal. Dapet diskon lumayan, jadi tambah worth it Tidak direkomendasikan.",0,0,1,1,synthetic
"Terus terang, Lama banget sampainya, padahal jarak tidak terlalu jauh. Dari segi Harganya standar, tidak murah tidak mahal. Dari segi Biasa saja sih, tidak terlalu puas tidak terlalu kecewa. Dari segi Wanginya original, tidak murahan, sangat memuaskan Semoga membantu.",0,2,1,2,synthetic
"Real review: Cukup memuaskan, tidak lebih tidak kurang. Soal Wanginya lumayan, tidak terlalu istimewa tapi tidak jelek. Soal Harga cukup, tidak berlebihan. Soal Pengiriman biasa saja, tidak ada yang istimewa",2,2,2,2,synthetic
"Pengalaman saya: Lama banget sampainya, padahal jarak tidak terlalu jauh. Untuk Tidak akan rekomendasikan ke siapapun. Untuk Botol bocor saat tiba, produk sudah tumpah separuh Recommended!",1,1,1,1,synthetic
"Review jujur: Barang datang dalam kondisi rusak, packaging tidak aman. Btw Dapet diskon lumayan, jadi tambah worth it. Btw Kecewa berat, tidak sesuai ekspektasi. Btw Parfumnya kurang bagus, tidak sebanding dengan harganya Terima kasih.",1,0,1,1,synthetic
"Kalau kata saya, Worth it banget, harga murah tapi kualitas oke, Warnanya berbeda dari foto, kemungkinan produk salah kirim, Pengalaman belanja terburuk, tidak puas Tidak direkomendasikan.",1,0,0,1,synthetic
"Honest review: Harga tidak sebanding dengan kualitas produk. Sedangkan Parfumnya bagus, packaging mewah, cocok buat hadiah. Sedangkan Standar aja, bisa beli lagi kalau ada diskon Semoga review ini bermanfaat!",0,1,0,2,synthetic
"Jujur aja, Oke-oke aja, standar. Pengiriman cepat dan produk sampai dalam kondisi sempurna. Kemasan mewah, kualitas produk tidak mengecewakan sama sekali. Harga promo sangat membantu, bisa beli lebih Recommended!",0,0,0,2,synthetic
"Update: Pengiriman mantap, produk terlindungi dengan baik. Sedangkan Parfumnya lumayan, bisa dipakai sehari-hari. Sedangkan Harganya kemahalan, harusnya bisa lebih murah Terima kasih.",2,1,0,2,synthetic
"Review jujur: Parfumnya bagus, packaging mewah, cocok buat hadiah. Tapi Sampai dalam kondisi mulus, pengiriman tepat waktu",0,0,0,1,synthetic
"Update: Aroma tidak sesuai foto, ternyata beda varian. Harga promo Shopee bikin lebih hemat Tidak direkomendasikan.",1,0,0,1,synthetic
"Honest review: Kualitas sangat buruk, wangi hilang kurang dari 30 menit. Sedangkan Pengiriman sangat lambat, sampai seminggu baru tiba. Sedangkan Standar aja, bisa beli lagi kalau ada diskon. Sedangkan Harganya oke, tidak terlalu mahal Sekian review dari saya.",1,2,1,2,synthetic
"Kecewa banget, tidak worth it sama sekali. Tapi Tidak seperti yang diiklankan, kualitas jauh di bawah ekspektasi. Tapi Pengiriman kilat, sampai dalam kondisi baik. Tapi Harga tidak sesuai dengan kualitas yang didapat",1,1,0,1,synthetic
"Kalau kata saya, Tidak cocok di kantong, harganya nggak masuk akal. Sedangkan Kecewa berat, tidak sesuai ekspektasi Semoga review ini bermanfaat!",1,1,2,1,synthetic
"Setelah dicoba: Produknya mantap banget, wanginya fresh dan tahan lama. Btw Dapet diskon lumayan, jadi tambah worth it. Btw Biasa saja sih, tidak terlalu puas tidak terlalu kecewa. Btw Pengiriman sesuai ekspektasi, biasa saja Sekian review dari saya.",0,0,2,2,synthetic
"menurut saya, worth it banget, harga murah tapi kualitas oke. oh ya, kecewa total, tidak ada niat beli lagi. oh ya, pengiriman standar, sesuai estimasi semoga berguna.",0,0,2,1,synthetic
"Pengalaman saya: Tiba lebih cepat dari estimasi, packing sangat baik. Dari segi Sangat puas, rekomendasikan ke semua teman. Dari segi Murah banget untuk parfum sekelas ini. Dari segi Kualitas sangat mengecewakan, tidak layak harga segitu Tidak direkomendasikan.",1,0,0,0,synthetic
"real review: wanginya netral, cocok untuk semua suasana. tapi harga normal aja, tidak ada yang spesial. tapi lumayan cepat, packaging oke lah. tapi netral aja perasaannya, tidak istimewa",2,2,2,2,synthetic
"Menurut saya, Pengiriman biasa saja, tidak ada yang istimewa. Oh ya, Harganya standar, tidak murah tidak mahal. Oh ya, Menyesal banget beli produk ini 5 bintang layak!",2,2,2,1,synthetic
"Kalau kata saya, Parfumnya top markotop, aroma berkelas. Dan Pengiriman normal, tidak terlalu cepat tidak terlalu lambat. Dan Kecewa berat, tidak sesuai ekspektasi",0,0,2,1,synthetic
"Update: Harganya pas banget, tidak terlalu mahal tidak terlalu murah. Oh ya, Senang banget, beli ini keputusan terbaik. Oh ya, Kualitas sangat mengecewakan, tidak layak harga segitu. Oh ya, Kurir cepat, packing double bubble wrap sangat aman GBU!",1,0,0,0,synthetic
"Honest review: Lumayan lah, masih bisa diterima. Oh ya, Cepat sampai, packaging rapih dan solid. Oh ya, Kualitas parfumnya mengecewakan, wanginya cepat hilang. Oh ya, Budget friendly banget, rekomendasikan untuk yang hemat",1,0,0,2,synthetic
"Menurut saya, Produknya oke banget, wangi segar dan tahan sampai malam. Btw Overpriced banget, ada yang lebih murah dengan kualitas sama. Btw Sangat tidak puas, komplain tapi tidak direspons Terima kasih.",0,1,1,1,synthetic
"Kalau kata saya, Wanginya original, tidak murahan, sangat memuaskan, Happy dan puas, tidak sabar coba varian lain, Pengiriman kilat, sampai dalam kondisi baik, Cost-effective banget, cocok untuk pemakaian rutin 5 bintang layak!",0,0,0,0,synthetic
"harus dibilang, cukup puas, tidak ada komplain berarti. dan produknya berkualitas tinggi, wanginya lembut dan elegan semoga berguna.",0,0,0,2,synthetic
"Overall Botol cantik dan elegan, parfumnya enak banget dipakai. Btw Standar aja, bisa beli lagi kalau ada diskon. Btw Sangat terjangkau, bisa beli beberapa varian sekaligus. Btw Pengiriman sangat lama, hampir 2 minggu baru sampai Terima kasih.",0,0,1,2,synthetic
"Menurut saya, Botol bocor karena packing tidak memadai. Sedangkan Harganya terjangkau banget untuk kualitas segitu. Sedangkan Nyesel banget beli ini, buang-buang uang. Sedangkan Wanginya terlalu menyengat dan bikin pusing Recommended!",1,0,1,1,synthetic
"Overall Kecewa berat, tidak sesuai ekspektasi. Untuk Parfumnya sudah expired kayaknya, baunya tidak enak. Untuk Barang lecet dan penyok karena packing tidak baik Kecewa.",1,1,1,1,synthetic
"Jujur aja, Nyesel banget beli ini, buang-buang uang. Sedangkan Pengiriman memuaskan, kurir responsif. Sedangkan Dapet diskon lumayan, jadi tambah worth it GBU!",1,0,0,1,synthetic
"menurut saya, kualitas biasa saja, sesuai dengan harga yang dibayar. sedangkan kecewa banget, tidak worth it sama sekali",2,1,2,1,synthetic
"Sangat puas, rekomendasikan ke semua teman. Dari segi Parfumnya wangi banget, tahan lama seharian",0,2,0,0,synthetic
"Review jujur: Harganya terjangkau banget untuk kualitas segitu. FYI, Tidak nyesel beli, akan jadi langganan tetap. FYI, Tidak sesuai deskripsi, baunya kurang enak. FYI, Pengiriman kilat, sampai dalam kondisi baik Terima kasih.",1,0,0,0,synthetic
"Real review: Kualitas jelek banget, langsung hilang wanginya dalam 1 jam. Dari segi Sampai dalam kondisi mulus, pengiriman tepat waktu 5 bintang layak!",1,0,0,2,synthetic
"Jujur aja, Tidak nyesel beli, akan jadi langganan tetap. Sedangkan Kualitas produk buruk, kemasan juga rusak. Sedangkan Packing berlapis, botol parfum aman tidak retak GBU!",1,0,0,0,synthetic
"Overall Kurir cepat dan packaging oke banget. Sementara Menyesal banget beli produk ini. Sementara Harga 200 ribuan tapi kualitas premium, mantap. Sementara Parfumnya wangi banget, tahan lama seharian Semoga review ini bermanfaat!",0,0,0,1,synthetic
"Kalau kata saya, Packaging rapih dan aman, tidak ada kerusakan. Sementara Wangi parfumnya juara banget, tidak mengecewakan. Sementara Tidak cocok di kantong, harganya nggak masuk akal GBU!",0,1,0,2,synthetic
"Update: Kualitas bagus banget, beda sama parfum abal-abal. Sementara Pengiriman cepat dan produk sampai dalam kondisi sempurna. Sementara Puas dan akan kembali berbelanja di sini GBU!",0,0,0,0,synthetic
"Pengalaman saya: Sangat terjangkau, bisa beli beberapa varian sekaligus. Kurir cepat, packing double bubble wrap sangat aman. Happy dan tidak menyesal, top banget",2,0,0,0,synthetic
"Setelah dicoba: Tidak kecewa, malah lebih dari yang diharapkan. Kemahalan banget, mending beli merek lain. Kualitas parfumnya bagus, wangi sepanjang hari. Pengiriman kilat, sampai dalam kondisi baik Kecewa.",0,1,0,0,synthetic
"Overall Wanginya terlalu menyengat dan bikin pusing. Tapi Tiba lebih cepat dari estimasi, packing sangat baik Semoga berguna.",1,1,0,1,synthetic
"Worth it banget, harga murah tapi kualitas oke. Dan Sangat tidak puas, komplain tapi tidak direspons Mantap pokoknya!",0,0,0,1,synthetic
"Overall Kualitas produk cukup oke, sesuai harga. Oh ya, Happy dan puas, tidak sabar coba varian lain. Oh ya, Pengiriman super cepat, kurang dari 24 jam sudah sampai",2,2,0,0,synthetic
"produk rusak saat diterima, kualitas kontrol buruk. sedangkan packaging buruk, isi parfum sudah tumpah sebagian. sedangkan harga naik tapi kualitas tetap sama, kurang fair recommended!",1,1,1,1,synthetic
"Menurut saya, Harga naik tapi kualitas tetap sama, kurang fair. Tapi Pengiriman lama banget, sudah expired estimasinya. Tapi Kecewa total, tidak ada niat beli lagi Semoga berguna.",1,1,1,1,synthetic
"KALAU KATA SAYA, PACKAGING RAPIH DAN AMAN, TIDAK ADA KERUSAKAN. OH YA, HARGA KOMPETITIF DIBANDING MEREK LAIN YANG SERUPA. OH YA, KEMASAN MEWAH, KUALITAS PRODUK TIDAK MENGECEWAKAN SAMA SEKALI 5 BINTANG LAYAK!",0,0,0,0,synthetic
"Review jujur: Nyesel banget beli ini, buang-buang uang. Btw Tidak worth it, harga segitu harusnya dapat yang lebih bagus. Btw Aroma parfumnya premium, seperti parfum mahal padahal terjangkau Recommended!",0,1,1,1,synthetic
"Kalau kata saya, Harga normal tapi kualitas di atas rata-rata. FYI, Sangat puas dengan pembelian ini, akan beli lagi. FYI, Bau parfumnya aneh, tidak seperti gambar",1,0,0,0,synthetic
"Wangi cukup enak, tapi tidak sampai wow. Btw Pengiriman mantap, produk terlindungi dengan baik. Btw Sangat terjangkau, bisa beli beberapa varian sekaligus. Btw Puas dan akan jadi repeat buyer setia Tidak direkomendasikan.",2,0,0,0,synthetic
"Setelah dicoba: Netral aja perasaannya, tidak istimewa. Sementara Beneran worth it banget, kualitas parfum sangat bagus. Sementara Harganya standar, tidak murah tidak mahal. Sementara Pengiriman molor jauh dari estimasi, mengecewakan Sekian review dari saya.",0,2,1,2,synthetic
"PENGIRIMAN SESUAI EKSPEKTASI, BIASA SAJA. DARI SEGI STANDAR AJA, BISA BELI LAGI KALAU ADA DISKON 5 BINTANG LAYAK!",0,0,2,2,synthetic
"Menurut saya, Kualitas bagus banget, beda sama parfum abal-abal. Tapi Harga promo Shopee bikin lebih hemat. Tapi Packing aman banget, botol tidak pecah sama sekali. Tapi Sangat puas, rekomendasikan ke semua teman Semoga review ini bermanfaat!",0,0,0,0,synthetic
"Terus terang, Kualitas produk cukup oke, sesuai harga. FYI, Harga lumayan, sesuai pasaran Kecewa.",2,2,2,2,synthetic
"Menurut saya, Parfumnya top markotop, aroma berkelas. Oh ya, Pengiriman biasa saja, tidak ada yang istimewa Recommended!",0,0,2,0,synthetic
"Setelah dicoba: Aroma parfumnya premium, seperti parfum mahal padahal terjangkau. Btw Packing jelek banget, parfum sampai dalam kondisi pecah. Btw Harganya murah, kualitas tidak murahan Semoga berguna.",0,0,1,1,synthetic
"Standar aja, bisa beli lagi kalau ada diskon. Packing super aman, dikemas dengan bubble wrap tebal Recommended!",2,1,0,2,synthetic
"Menurut saya, Botol bocor karena packing tidak memadai. Tapi Harga tinggi tapi parfumnya biasa aja, tidak worth Mantap pokoknya!",1,1,1,1,synthetic
"Pengalaman belanja terburuk, tidak puas. Oh ya, Packing standar, produk sampai dengan baik Terima kasih.",2,2,2,1,synthetic
"Real review: Barang lecet dan penyok karena packing tidak baik, Beneran worth it banget, kualitas parfum sangat bagus GBU!",0,1,1,1,synthetic
"Parfumnya wangi banget, tahan lama seharian. Sedangkan Harga biasa saja untuk parfum lokal Mantap pokoknya!",0,2,0,0,synthetic
"Terus terang, Kualitas produknya sangat baik, wangi awet dan tidak bikin mual. Oh ya, Puas banget, langsung repeat order. Oh ya, Packing standar, produk sampai dengan baik Recommended!",0,0,2,0,synthetic
"Real review: Kecewa berat, tidak sesuai ekspektasi, Murah tapi tidak murahan, senang dapat harga segini, Parfumnya palsu kayaknya, wanginya beda jauh dari asli, Pengiriman kilat, sampai dalam kondisi baik Semoga berguna.",1,0,0,1,synthetic
"Pengiriman super cepat, kurang dari 24 jam sudah sampai. Soal Tidak merekomendasikan, banyak yang lebih baik Sekian review dari saya.",1,0,0,1,synthetic
"jujur aja, kualitas parfumnya mengecewakan, wanginya cepat hilang. tapi packing buruk, botol parfum retak saat diterima. tapi harganya standar, tidak murah tidak mahal. tapi cukup memuaskan, tidak lebih tidak kurang tidak direkomendasikan.",1,2,1,2,synthetic
"Terus terang, Kecewa berat, tidak sesuai ekspektasi. Tapi Botol bocor saat tiba, produk sudah tumpah separuh Kecewa.",1,1,1,1,synthetic
"Beli lagi pasti, produk ini tidak mengecewakan. Soal Ekonomis banget, tidak menguras kantong Tidak direkomendasikan.",2,0,0,0,synthetic
"Kalau kata saya, Ekonomis banget, tidak menguras kantong. Dan Puas dan akan jadi repeat buyer setia Kecewa.",0,0,2,0,synthetic
"Jujur aja, Harga cukup, tidak berlebihan. Wangi cukup enak, tapi tidak sampai wow Semoga berguna.",2,2,2,2,synthetic
"Overall Biasa aja, mungkin beli lagi mungkin tidak. Sementara Kurir tidak amanah, barang ditaruh sembarangan. Sementara Harga biasa saja untuk parfum lokal. Sementara Kualitas sangat mengecewakan, tidak layak harga segitu Semoga membantu.",1,2,1,2,synthetic
"Pengalaman saya: Tidak kecewa, malah lebih dari yang diharapkan, Parfum ini beneran enak banget wanginya, tahan lama Semoga berguna.",0,1,0,0,synthetic
"Menurut saya, Puas banget, sudah beli 3 kali dan tetap puas. Dan Pengiriman super cepat, kurang dari 24 jam sudah sampai. Dan Wanginya original, tidak murahan, sangat memuaskan Semoga berguna.",0,0,0,0,synthetic
"Kalau kata saya, Cost-effective banget, cocok untuk pemakaian rutin. Btw Cepat sampai, packaging rapih dan solid. Btw Parfumnya wangi banget, tahan lama seharian. Btw Kecewa berat, tidak sesuai ekspektasi",0,0,0,1,synthetic
"Kalau kata saya, Pengiriman super cepat, kurang dari 24 jam sudah sampai. Sementara Oke-oke aja, standar",1,0,0,2,synthetic
"Overall Tidak terlalu wangi, tidak terlalu kurang, pas aja. Tapi Kecewa parah, tidak beli lagi di sini. Tapi Harga lumayan, sesuai pasaran Sekian review dari saya.",2,2,2,1,synthetic
