review_text,label_kualitas_produk,label_harga,label_kualitas_pengiriman,label_kepuasan_pelanggan
"Tekstur:cair Performa:sangat sangat oke Cocok Untuk:daily, acara formal Bener bener ga ngerti lagi sih sama mykonos ini, enchanted wanginya mewahhhhh banget?? ga pernah gagal buat wangi2 parfumenya mo nangissss. Dapet gift vanilla clouds 100ml gila banget sihhh huhuu makasi banyak buat minkooooo sukses terus yaa minnn????",0,0,0,0
"Tekstur:cair Performa:bagus Cocok Untuk:sehari-hari Edited . Setelah seharian kepikiran ini baunya aku udah sangat familiar banget, ternyata mlm ini nemu. Initu bener2 plek parfumku Zara Nude Bouquet . Bener2 samaa. Tipe bunga yg sedep seger bgt dan menyenangkan dipake. Walaupun jd punya dobel aku tetep suka karna Enchanted jauh lebih awet wanginya",0,0,0,0
"Tekstur:Cair Performa:Oke Cocok Untuk:Sehari2/ acara Alhamdulillah akhirnya sampai juga huhu happy bangett, suka banget wanginyaaaaa ini udah ketiga kali ikutan war and dapett yuhu. Thankyouuu pouch nyaaa????????",0,0,0,0
"Wangi banget ?? sumpah ini tu super fress bgt, spt kita lg berada di kebun buah jeruk gitu dgn aroma jeruk mandarinnya yg memikat. Aku sengaja baru kasih penilaian skrg buat aku coba dulu ketahanannya, dan ini tu gila bgt wanginya tu aku semprot dr aku selesai mandi pagi, sampe mlm tetep wangi??",0,0,0,0
"Tekstur:cair Performa:almost seharian masih berasa di aku Cocok Untuk:day and night Sumpah parfum ini menggambarkan cewek cewek yang mandiri, elegant, cantik, dan berkelas. Wanginya polll enak berasa cantik gitu kalo make parfum ini, ini bakal jadi my new favorite parfume sih thanks my konos udah cipatain ini parfume!!!????",0,0,0,0
"Tekstur:cair Performa:belum dicoba pake lama, smoga tahan lama Cocok Untuk:days and night Unexpectedly wanginya enakkk bgttt???? Fruity floral yg memang aku suka dan lagi nyarii.. mirip sm parfum merk highend d*or yg lg aku cari tp hrganya mahal bgt lg hemat?? eh nemu ini dg hrga yg trjangkau bgtt.. my best buy bgt ini???? kmrn nge war beruntung bgt bs dapet.. nyampe nya cpt.. thank you!??",0,1,0,0
"Tekstur:bagus Performa:bagus Cocok Untuk:dailly Wanginyaaa gilakkkk enakk bangettt, baru pertama kali nyoba parfum mykonos langsung jatuhhh cintaaaaa pada semprotan pertamaaaaaa, gak bakal berpindahhh lagi dalam urusan perparfuman mah kalo kaya gini Detailnyaaa jugaa parahhhh, CANTIKK BANGETTTTT Thank uuu",0,0,0,0
"Tekstur:Cair Performa:AMAZING ! Cocok Untuk:ALL 2nd purchase ?? seenak itu wanginya,floral citrusy n musky ?? fyi all by blind buy BUT I TRUST THEM and you know what NEVER DISAPPOINTED ?? kali ini free hand sanitizer perfomanya kurang hehe wanginya kyk sunlight ??",0,0,0,0
Tekstur:Cair Performa:Sangat Baik Cocok Untuk:Daily Bagus sekali. Packaging Juara. Ketahanan super oke. Plus dapet sample secret product hehe. Terima kasih banyak Mykonos sudah buat Parfum Cantik secantik Packaging dengan harga terjangkau. Wanginya buat jadi Princess lagi flower harvesting pakai flowy dress,0,0,0,0
Tekstur:cair Performa:10000/100 Cocok Untuk:daily Aroma yg bikin good mood bisa happy banget kalo pake parfum ini kenapa ya? Sungguh sangat Magic. Aromanya juga tahan lamaaaaaaaaa bangeeeeet. ((Sujud syukur)),0,0,0,0
"Tekstur:cair Performa:bagus bangeeett Cocok Untuk:unisex sepertinya Ga nyesel beli ini zuzur, bagi yg suka floral tapi muski2 gitu cocok banget dan ini based notenya juga juaraaaa manis tipis2 ga berat dan enak bgt. Mungkin yg suka manis di topnotenya masih ragu tapi kalo udh sampe base note beuh juarak!!!??",0,0,0,0
"Tekstur:rada oily So gorgeous!!!! Both the packaging n the smell really cover the word ""enchanted"". I'm sure kalian yg suka floral scent pasti suka banget sama parfum ini. Untuk wanginya ini tuh kek represent a lady boss yg karakternya bold n brilliant tapi tetep punya sisi kalem",0,0,0,0
"Aroma:segar & fresh Tekstur:ringan Kegunaan:daily non outdoor Ini adalah pertama kali beli mykonos, kemakan live wkwk, wanginya enak dan segar, cocok utk remaja, tapi ini bukan wangi karakterku, sbnrnya ini buat kado temanku tapi udh aku unboxing duluan plastiknya krn penasaran sm baunya wkwk, maaf ya temanku???? dapet tester satin blanc, gila boq selera gue bgt itu wanginya?? review jujur enchanted ini wanginya cepet hilang tp masih kecium kalo diendus deeply, pas pake satin yg testernya, buat cuci piring dll, ga ilang2 malah.",0,0,0,0
"Performa:wangi tahan seharian Cocok Untuk:acara dan pesta Tekstur:cair Bagus banget mulai dr packaging sampai ke wangi parfumnya, citrusy tapi ngga nusuk, baunya agak generik tp comforting. Ketahanannya juara bgt! Bisa jd ide buat kado juga",0,0,0,0
"Performa:baik Cocok Untuk:daily Tekstur:cair Wanginya enaaaak bgt. fresh tapi manis, manisnya ga bikin eneg atau pusing. lama kelamaan jadi kayak ada wangi bedak bayinya. ketahanan lumayan, kalau di baju ga terlalu kecium tapi di kulit lumayan tahan lama. Packaginta bagus banget mewah botolnya juga. suka banget pokoknya..",0,0,1,0
"Tekstur:Cair Performa:Blm dicoba Cocok Untuk:Sehari hari atau kerja Baru pertama kali beli parfum di mykonos dan udah niatin buat ikut war kemaren dan Alhamdulillah dpt. Awalnya tertarik krn packaging box dan botol nya warna biru, warna kesukaan hihi tapi ternyata wangi nyaa aku suka banget. My kind of parfume.",0,0,0,0
Tekstur:cair Performa:edp Cocok Untuk:parfume Sebenernya aku bukan suka wangi floral. Tapiiiii this one is so good. Wanginya beneran nempel puol pulang kerja masih ttep wangi padahal make ga banyak. Dan wanginya fresssh bgt dan elegan sih goodjob mykonos,0,0,0,0
"Tekstur:cair Performa:baik Cocok Untuk:wanita Ku kira bakalan lama karna PO, ternyata cepet bgt. Produk nyampek g ada cacat sedikit pun bahkan dr kerdus parfumnya.. Dari buka bubble wrapnya udh kecium bau sedikit manis, ternyata pas d semprot g ada manis2nya malah seger gtu tp g strong. Masih sopan rasanya di idung. Ketahanan blm tau karna baru pertama kali beli produk my konos dan dapet bonus parfum jg Terimakasih",1,0,0,0
"Cocok Untuk:daily. Nunggu parfum nya dateng bener” bikin gk sabar, tapi pas begitu dateng lega dan bikin happy bangettt, everything about this scent is very beautiful! Dari buka box sampe ke package botol nya juga cantik even ke wangi nya pun juga cantik! Bener bener parfum yang ringan tapi bisa bikin kita terlihat cantik gitu! Gk sabar mau dress up terus pake parfum ini!???? Thankyou mykonos????",0,0,0,0
"Aroma:hint wanginya lebih ke seger ini Tekstur:ga panas kena kulit, semoga di semprot ke baju juga ga bikin ada bekas di bahan baju yah. Will see then Kegunaan:cocok untuk di pakai di pagi hari dan siang hari krn ga bikin pusing bau nya Wah ini enak bgt sih bau nya. Beneran seger bgt bau nya. Enteng, seger. Suka deh. Masya Allah bgt akhirnya nemu wangi yg hint nya enak kek gini lagi. Mau coba series my konos yg lain nya aahhh??",0,0,0,0
"Performa:packaging oke. Lucu Cocok Untuk:parfum sehari hari Packaging lucu. Maaf bgt karena lg flu berat blm bs mencium dg baik. Sekilas penciuman enak parfumnya. Nanti di review lagi kalo udh sehat hihi. Sukses terus.???? Oia. Dpt free secret prodcut 3,5ml wanginya manis, clam sekilas ku cium ????",0,0,0,0
"Parfum dgn kemasan yg well design dr box luar sampe botol parfumnya, tp bau karet botolnya lumayan tercium.. wangi parfumnya aku suka: manis, ceria tp elegan & ga bikin bosan. Wangi dari bonus sample secret productnya juga enak, scent of fruity saat pertama kali di spray & terasa familiar, apa ya..",0,0,0,0
"Definisi “cinta buta” sih ya karena the real Blind Buy dari awal sampai akhir yg cuma di spill “kepercayaan” dgn aroma flower citrusy. Yeayyy ENCHANTED wanginya dibilang bold tapi sopan, light tapi strong, surprisingly ini tipe “endusable dan pelukable” banget ????????",0,0,0,0
"Tekstur:lembut Performa:24 jam lebih Cocok Untuk:siapapun yg pakai Pertama mulai dari packagingnya yg bener”beda dari yg lain cantik bgt??lalu dari semprotan pertama pangsung semerbak fresh bgttt, setelah dipakai bener bener gambarin banget arti dari enchanted itu sendiri fresh floral????lalu ini wanginya gilaaa tahan sampe 2 hari bahkan baju mau di cuci masih parah??????",0,0,0,0
Perfume Mykonos yang paling antigagal ya Enchanted! Pertama kali beli yang ukuran 50ml sampe repurchase 2x akhirnya kesampean beli yang 100ml! Cantik banget packaging dan wanginya ga kalah cantik dan elegan! Luv ??,0,0,0,0
"Tekstur:caik Performa:baik,spray nya juga bagus Cocok Untuk:orang yang ga suka parfum manis Ini wangi nya floral,bagi yg ga suka wangi manis pasti suka banget wangi ini,dan wangi nya tuh mewah,like princess???? Trs kalo kalian punya WIP sama Enchanted di rumah cobain deh perpaduan nya wangi nya sopan banget????",0,0,0,0
Packagingnya keren banet.. dipikirin bgt dr warna.. gambar. warna botol dan botol parfumnya sendiri cantik banget.. aduhhhhh pokoknya gw suka banget.. sama packaging enchanted.. Klo wanginya enak banget.. bisa dipakai siang N malem... Pastinya gw akan repeat order lg nih sm enchanted..,0,0,0,0
"Performa:12 jam lebih di tempat dingin Cocok Untuk:sehari-hari Tekstur:oily Ini wangi nya gk ngotak sih. Masa aku pake di kamar baru 3x semprot, ibu ku yg di dapur udh nyium wangi nya. Pdhal jarak nya 10 meter lebih. Cowokku juga nempel mulu gara² ini parfum. Seger banget katanya. Aku jalan di luar, baru jarak 5 meter org² lgsg pada noleh ke aku. Segila itu emg ini parfum????",0,0,0,0
"Performa:wanginya tahan lama bgt! Pertama kali beli parfume ini gara2 liat storynya buna, penasaran lgsg check out di shopee. Pas nyampe barangnya lgsg sy coba, eh buset wanginya tahan lama bgt! Trs dpt secret parfume, wanginya enak jg lg yg secret parfumenya. Semprot ke leher dari pagi, ampe mlm blm ilang2 wanginya?? I like it! Ga nyesel beli parfume ini, makasih yaaa seller ??????",0,0,1,1
"Tekstur:cair Performa:sangatt wangiii Cocok Untuk:wanitaa thankyou so much mykonos, parfume ku sudah sampai dan gak nyangka secepet itu ternyataaa??????, pas aku udh cb spray ke tangan beneran wanginya mevvvahhhhh banget asli sampai suami ku blg ini parfumenya wangi juga????, btw bakalan CO beberapa variant dr mykonos kyknyaaa????????",0,0,0,0
"Produknya original, kualitasnya baik, pengiriman cepat, packagingnya aman dan tebal, wanginya keren banget, brasa ada d lautan mawar deh...dapet hand sanitizer lg buat bonusnya... Overall oke banget... Terima kasih mykonos, terima kasih shopee",0,0,0,0
"Tekstur:ok Cocok Untuk:daily usage Performa:projection nya oke, longevity nya ok Pertama kali beli produknya mykonos, penasaran, sampe beli 2 box. Oke banget sih terhitung buat parfum 200ribuan. Packagingnya juga sangat bagus dan aman. Terus dikasih banyak tester. Good job mykonos team.",0,0,0,0
"Performa:oke Tekstur:cair Cocok Untuk:menebarkan keharuman Pesen tgl 11 tgl 14 udah diterima padahal tulisannya PO Gara gara ada yg jastipin ini parfum aku jadi kepoin dan taaraaa akhirnya mutusin buat order varian ini karna reviewnya meyakinkan walaupun nggk terlalu berekspektasi karna selera orang beda beda But... ternyata ini wanginya MEWAHHHHHH BANGET,wanginya cewek kalem berkelas gitu sih Packagingnya sendiri aja udah pake kardus lucu banget,cocok buat hampers juga jadinya,dan diluarnya masih pake kardus lagi Dijamin super duper AMAN ygy??????????",0,0,0,0
Aroma:Seger Tekstur:Nyaman Kegunaan:Cocok untuk keseharian Box nya elegan banget.. wanginya juga seger tapi soft gtu ga strong. Tampilan packingingnya bagus banget. Salah satu fav parfum ku di my konos sih,0,0,0,0
Baunya enaaak. Awalnya seger gitu lama kelamaan jadi powdery. Tipe tipe bau yang kalem dan ngga nyegrak. Botolnya sebagus ini dan dapet 2 tester ??,0,0,1,0
"Thankyouu Mykonos! Ini kali pertama beli dan suka bgt sama parfum enchanted ini. Wanginya tipe aku bgt, fresh but calm. Ngga yg nyegrak gitu. Jadi aku suka bgt. Ini bakal jadi parfum favoritku sih. Seenak ituuu wanginya ????",0,0,0,0
"Setelah penasaran sekian lama akhirnya dapet juga, kirain wanginya bakalan girly banget,ternyata lebih seger dan dewasa, Best blind buy, 100ml pula Kemasannya cakep banget, dapet bonus matcha latte dong, sama pouch cantik makasi sekali seller. Padahal keterangan PO, tapi sampenya cepet loh ini.. Thank you",0,0,0,0
"Ketahanan:±6-7 jam Tekstur:watery Cocok Untuk:pagi-siang/cuaca lg panas Aku penasaran karena katanya ini dupenya miss dior blooming bouquet First spray wanginya bukan sesuatu yang baru dan similar kesannya kek pernah cium, tapi after drydown enak musky powdery soft. Buat kalian yang gk terlalu suka floral mungkin akan kurang cocok. Tapi kalo kalian nyari yg floral fresh ini bisa jadi opsi, parfum ini cocok pake pagi-siang atau kalian tinggal dikota yg emang panas/cuaca lagi panas2nya, parfum ini bakal bikin kesannya seger kek abis mandi gitu wkwkw tapi wanginya kaya kalian dikelilingi taman bunga. Buat kalian pencinta manis vanilla bakal kurang sreg, suprisingly aku tetep enjoy aja untuk daily but this perfume not create for me. Untuk ketahanannya kalo indoor ±8 jam, kalo dibaju seharian, kalo outdoor keknya kurang dari itu. Dibaju seharian masih kecium. Buat aku gamasalah karna aku tipe orang yg suka retouch/respray parfum. Blindbuy friendly? Maybe, kalo lagi cari parfum yg cocok buat panas""an, fresh, bunga, manis buah tp yg gk bikin pusing ini cocok. Rate dari aku 7.5/10",0,0,0,0
"Aroma:wangi bunga kalem Kegunaan:untuk daily cocok bangett buat hidungku yang sensitive sama bau dan ga suka aroma yang terlalu kuat, ini cocok bangeettt sihh, wangi floral nya kalem bangett, fresh untuk daily ???????????",0,0,0,0
"penasaran sama wanginya sebenernya sweet tapi juga seger, ternyata wanginya faint gitu bukan yang nyengat banget menurutku, awalnya kaya wangi parfum lain tapi lama lama makin soft dan makin enak sih, dapet tester yang stilletos dan wanginya lebih enak menurutku, wanginya sweet tapi ga over dan unisex gt. semoga beneran awet wanginya soalnya ini extrait de parfum",0,0,0,0
"Performa:bagus Tekstur:cair Wanginya lembut fresh, gak manis samasekali. Pertama dispray wanginya agak tajem tapi pas udh meresap dikulit enak banget wanginya :’ awet 8jam (tapi bukan yg semerbak) dipake ditangan dari jam setengah1 jam 10malem masih ada wanginya ditangan. Sukak :’) Oh ini tulisannya po tapi ternyata sampe 3hari setelah pesan, terharu abis wkwk",0,0,0,0
"Aroma:segar Tekstur:cair Kegunaan:cocok dipake di siang hari maupun malam packagingnya lucu, botolnya lucu poll, wanginya fresh dan segar gitu aman di pake siang hari bolong panas panasan dan buat olahraga yg keringetan wanginya tahan, karna sebelum beli yg 100ml ini aku udah nyoba dari tester yg aku dapet trus aku coba buat olahraga keringetan poll wanginya masih kecium bahkan baju nya udah di cuci juga masih wangi??",0,0,0,0
Tekstur:cair Cocok Untuk:daily / event Performa:baik Parfumnya enak banget baunyaa tolong!!!! Kaya beneran ditaman bunga & bau manisnya ga yg nyegrak / bikin pusing. Padahal beli ini blind sniff tapi ga nyesel soalnya as i expected gitu?????,0,0,0,0
"Cocok Untuk:daily Performa:tahan 4-5 jam di kulit Tekstur:cair dari segi packaging parfum ini tuh keliatan mewah dan boxnya pun desainnya bagus banget. wanginya menurutku cocok buat cewek-cewek yang kalem, feminim, dan elegant gitu. pas awal disemprot yang kecium di hidungku tuh wangi jeruk yang manis, asem, dan seger gitu. pas kering wanginya tuh floral yang manis, seger, tapi juga sedikit powdery. ketahanannya kalau di kulit sekitar 4-5 jam, tapi kalo di semprot di baju tuh bisa tahan sampe 8 jam an lah.",0,0,0,0
"Tekstur:agak oily Performa:masih di coba Cocok Untuk:semuaaa orang Ini blind buy bangett, liat rivew orang” ada yang suka aromanya adaa juga yang kurang cocok, terus agak takut ga cocok di aku, aku sendiri suka aroma yang manis” floral, baru ajaa nyampee dan baru aja aku semprot, ternyata aromanya ENAK PWOLL ngga nyesel sama sekali ikut warr kemaren??????",0,0,0,0
"Paket sudah sampai, aman tanpa ada bocor dll. Pengiriman cepet bgt woy, tulisannya PO 30 hari ternyata nunggu 2 hari aja lgsg dikirim. Ada free yg kecil jg dan dapet harga murce bgt pas lg live. Thankyou mykonos aku suka bgtt wangi nya dan ini wangi aku bgt yg fresh, bukan yg sweet gitu wangi nya wkwkwk",0,0,0,0
"Tekstur:cair dan oily Performa:perfect Cocok Untuk:daily Sumpah ini wangi nya enak banget. Fresh banget. Endusable nih parfume, tahan sampe 24jam wooy gilaa .... I love dah pokok nya..",0,0,0,0
"JUJUR AWALNYA AGAK RAGU MAU BELI INI KARENA TAKUT GA COCOK SM BAUNYA. TAPI TAPI TAPI PAS UDAH SAMPE BNR BNR GA KECEWA BGT. wanginya juara polll. baunya kalem gt tp kayak nimbulin kesan girl bos. parfumnya tahan lama juga, sekitar 12 jam an. terima kasih!!",0,0,0,1
Minko seksih sekali botol dan kotaknya Amaze yaa warna dan botolnya cantik bgt Wanginyaa enak seger aku sukaa Ini baru semprot Mau liat nih berapa lama ya tahannya hehehe Baru unboxing tp uda repurchase dan ku percaya wanginya seenak itu takut ga kebagian stock hahaha,0,0,0,0
Aroma:wangii Tekstur:fresh Kegunaan:parfum JUJUR BELI PARFUM INI AKUU TUH ISENG AJA PENGEN NYOBAA COBA NYARII NYARI DAN DI PILIHLAH SI PARFUM YANG INII DEMIII APAAA TERNYATA WANGII BANGET GAK TAUUU INI MAH SUMPAH AROMA PARFUM YANG AKU CARI SELAMA INI YANG AKU MAUU SELAMA INI TERNYATA ADA DI SINI ????????? BONUS NYA JUGA WANGI NYA ENAKK AKU SUKAA MAKASIIH YAA ????????,0,0,0,0
Tekstur:Cair Performa:Wangi Cocok Untuk:- Hah gemess bgt mulai dari packing nya. Dapat free hand sanitizer lagi. Wangi nya luxury wangi yg mahal kayak jutaan gitu. Senang banget ciumnya. Finally koleksi parfum yg ke 3 dari mykonos. Emang the best gak pernah kecewa selama repuchased yg ketiga ini ??,0,1,0,0
"BLIND BUY TERRRRBAIK SEPANJANG HIDUP. KADO ULTAH TERSPECIAL, DATENGNYA WARNA BLUE FAV AKU BANGET HUHU, MAU PAKE PUN RADA SAYANG GITU. WANGINYA ENAKKK BANGET DAN NGEBOOST PERCAYA DIRI BANGET",0,0,0,0
"Wewangian:Sukak banget sama aroma nya yang segar dan fresh seperti di taman bunga Tekstur:cair dan butiran spray nya lembut dan mudah menyerap Daya tahan:tahan sekitar 6-8 jam saya dan 12 jam nempel di baju Produk sesuai dengan pesanan, terimakasih seller dan kurir.. nunggu PO nya kirain 1 bulan, ternyata jauh lebih cepat belum 1 minggu sudah sampai dirumah dengan aman dan selamat??",0,0,0,0
"Tekstur:cair Performa:mantap Cocok Untuk:wanita Sebenrnya aromanya bukan gw banget,aku sukax yg manis gt.tp penasaran sm wangix karna pada rebutan.dan ternyata gak mngecewakan sih untuk aku yg suka wangi manis.enchanted ini Lbh ke aroma seger kek abis mandi,untuk yg suka wangi seger kek Lg ditaman gt ini aman sihh ????",0,0,0,0
"Aku kira bakal lama prosesnya tapi cepet sampe ternyata! Ini repeat order sih jadi emang udh tau suka wangi enchanted dan kualitasnya oke banget. Terima kasih ya freebie all purpose spray-nyaa, wanginya enak banget, i wonder bakal dijual atau gak ya??",0,0,0,0
"Akhirnya setelah nunggu 10 harian enchantedku sampai dgn selamat.. wanginya kelas bgt masyaallah wangi yg gak akan kalian temuin di merek parfum lain?? thankyou tester moroccan vanilla nya yg gak kalah semerbak wanginya super enak, enak bgt?? baru punya 2 varian, aphrodite & enchanted. Yg aphrodite wanginya super duper awet bgt, aku pakai buat antar anak skolah sampai pulang lg bahkan aku gantung bajunya smpai 2 hari itu wanginya msh wangi bgt nempel bgt loh dibaju. Pokoknya nanti bakal order parfum mykonos varian lg lg deh, tp nanti ngumpulin uangnya dlu hehee.. maklum cuma IRT????",0,0,0,0
"Aroma:segar powdery floral Kegunaan:indoor/outdoor selera ku yg powdery floral tapi tetap calm akhirnya jatuh ke enchanted ini. utk ketahanan ga sampe yg berjam2 sih, tetep kudu semprot2 terus kalo aku haha. spl masih daebak sih. overall oke kok. thanks mykonos bwt decan nya dapet Intimate affair. enak juga wangi nya masih masuk di aku ??",0,0,0,0
"Cocok Untuk:pemakaian formal & casual Tekstur:cair sedikit oily Performa:longevity Parfum enchanted sudah diterima dong, pertama buka packaging lihat freenya vanila clouds tapi ternyata Masih Ada Di bubble ya 2 lagi Zora & senja, aromanya segar Dan cocok utk ku kecuali yg vanila ya, terlalu Manis ??, Mykonos terima kasih banyak atas aromanya Dan hadiah yg banyak ini ??",0,0,0,0
"Cocok Untuk:daily Performa:bagus Tekstur:cair Packing aman, dpt free vanilla clouds nya enak ternyata wanginya tp 2 tester varian baru agak aneh wanginya, si enchanted ini wanginya seger buat daily enak kyknya, ak udh punya matcha & black opera, marii kita coba enchanted ini bbrp hr kedepan , thanks ya",0,0,0,0
"Cocok Untuk:daily Performa:belum dicoba tapi semoga tahan lama Dari packagingnya aja udah keliatan cakeppp bgttt, botolnya kokoh kayak parfum2 mahal?? wanginya suka bgt seger kaya habis mandiii muluu, yg jelas ga bikin enekkk, next mau coba yg varian lain dr mykonos????",0,1,0,0
"Tekstur:oily Performa:lom tau Cocok Untuk:all skin type. modern women yet sophisticated Wanginya gilaaakk ku sukaaa, seger walaupun dipake siang2 panas gini... botolnya cakep poll sangat elegant.",0,0,0,0
"Gileeeeee wanginya enak banget bikin tenang dan lumayan awet juga, sukaa jatuh cinta dari semprotan pertama, suka banget sama perdume² yg wanginya soft tapi seger dan gak nyengat, aroma bunga² aaahh sukaaa pokoknya ??",0,0,0,0
"Paketnya aman. Tidak ada yang cacat. Botolnya unik. Wanginya juga lembut dan mewah. Harganya terjangkau. Awalnya dapat free tester dari pembelian produk mykonos yg lain. Di tes, langsung suka wanginya. Langsung deh di beli. Apalagi baca review, produknya laku keras. Takut kehabisan, mesti nunggu lagi. Pokoknya ini produk mykonos yg paling aku suka wanginya.",0,0,0,0
Cocok Untuk:semua Tekstur:cair Performa:tahan 7 jam an di baju Wangii nya enak bggt ga bikin eneg kalo yg suka wangi floral cantik gutu cocok banget si sama ini,0,0,0,0
"Aroma:aroma nya kalem enak bgt Tekstur:cair Kegunaan:parfum Nyoba decant punya doi terus memutuskan untuk bli yg 100 ml sbelum goib .. wangin nya enak bgt .. d pke d dlm ruangan tahan 2 hari wkwk.. dapet free decant yg aprhodate .. wangi rempah""nya stroong ... enak d pke buat motor"".. wangi nya tertinggal ..reastok bnyak"" ya min varian lainnya..",0,0,0,0
"Tekstur:cair Performa:24 jam Cocok Untuk:keseharian, kondangan, dll Alhamdulillah akhirnya sampainya enchanted aq, 6 hari dari 8.8 orderny. Tapi ps dateng ini enak sih wanginya, utk tipe aq yg gak suka wangi nyegrak gtu ini enggak. Wanginya seger, wangi bunga nya kusuka. Tapi kenapa ya aq semprot ditangan dan dibaju malah berbeda wanginya. Bessttt sih. Thx minko ??",0,0,0,0
Wewangian:wanginya fresh kaya habis mandi suka bgt Tekstur:cair ga oily jd suka bgt Daya tahan:blm coba buat ketahanannya tp over all aku suka si wanginya kaya familiar gitu wangi hanbody gitu kalem fresh sesuai sama gambarnya biru fresh Buat kalian yg cari parfum fresh floral cobain ini ga bikin pusing recomended bgt,0,0,0,0
Performa:awett botolnya lucu Cocok Untuk:daily Tekstur:cair Wanginya sesuai ekspetasi.. apalagi waktu diluar ruangan kena angin baunya kemana mana. Dan ya waktu disemprot ditangan dan kena air wanginya gk ilang2 tetep stay di tangan ????,0,0,0,0
